"","ID","TankEn","Tank","Enclosure","Block","Treatment","time","M","Event","Date","TreatmentFac","Density","Date_rough","Pred","Chl.a.concentraion","logChl","Date_corrected","Collected.Volume..mL.","Copepoda","Diplostraca","Ostracoda","TotalZoop","Other","CopepodPerLiter","DiploPerLiter","OstracodPerLiter","ZoopPerLiter","CrustZoop","CrustPerLiter","Temp","Salinity","pH","DO","EnID","TempLag","ChlLag","logChlLag","CopeLag","DiploLag","OstraLag","ZoopLag"
"887",2349,"12_B",12,"B",2,5,7,0,"Live",2024-10-15,"5",34,2024-10-13,"0",1.17,0.157003748809665,2024-10-12,3855,192,0,12,207,3,49.8054474708171,0,3.11284046692607,53.6964980544747,204,0.0529182879377432,17.4,5.18,6.5,46.2,6,25.2,3.89,1.35840915763035,87.5,0,0.735294117647059,368
"888",2349,"12_B",12,"B",2,5,8,0,"Live",2024-10-29,"5",30,2024-10-27,"0",0.58,-0.544727175441672,2024-10-26,3860,169,0,31,202,2,43.7823834196891,0,8.03108808290155,52.3316062176166,200,0.0518134715025907,20.2,5,6.6,51,6,17.4,1.17,0.157003748809665,49.8054474708171,0,3.11284046692607,207
"889",2349,"12_B",12,"B",2,5,9,2,"Death",2024-11-12,"5",30,2024-11-17,"0",0.78,-0.2484613592985,2024-11-16,4105,68,0,74,144,2,16.5651644336175,0,18.026796589525,35.0791717417783,142,0.0345919610231425,15.3,5.04,6.73,56.4,6,20.2,0.58,-0.544727175441672,43.7823834196891,0,8.03108808290155,202
"890",2350,"12_B",12,"B",2,5,1,0,"Live",2024-07-23,"5",185,2024-07-21,"0",0.7632,-0.27023515884806,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,6,NA,NA,NA,NA,NA,NA,NA
"891",2350,"12_B",12,"B",2,5,2,0,"Live",2024-08-06,"5",115,2024-08-04,"0",4.06,1.40118297361364,2024-08-03,3915,308,2,0,314,4,78.6717752234994,0.510855683269476,0,80.2043422733078,310,0.0791826309067688,28.5,5.12,4.67,23.8,6,28.05,0.7632,-0.27023515884806,179.426644182125,0,0,532
"892",2350,"12_B",12,"B",2,5,3,0,"Live",2024-08-20,"5",100,2024-08-18,"0",3.75,1.32175583998232,2024-08-17,3890,180,1,0,191,10,46.2724935732648,0.25706940874036,0,49.1002570694087,181,0.0465295629820051,26.2,5.05,6.28,49.1,6,28.5,4.06,1.40118297361364,78.6717752234994,0.510855683269476,0,314
"893",2350,"12_B",12,"B",2,5,4,0,"Live",2024-09-03,"5",74,2024-09-01,"0",2.66,0.978326122793608,2024-08-31,3830,86,0,0,93,7,22.4543080939948,0,0,24.2819843342037,86,0.0224543080939948,28,5.11,6.48,55.9,6,26.2,3.75,1.32175583998232,46.2724935732648,0.25706940874036,0,191
"894",2350,"12_B",12,"B",2,5,5,0,"Live",2024-09-17,"5",69,2024-09-15,"0",7.95,2.07317192866624,2024-09-14,3915,71,0,0,79,8,18.1353767560664,0,0,20.1787994891443,71,0.0181353767560664,24.2,5.11,6.61,57.2,6,28,2.66,0.978326122793608,22.4543080939948,0,0,93
"895",2350,"12_B",12,"B",2,5,6,0,"Live",2024-10-01,"5",39,2024-09-29,"0",3.89,1.35840915763035,2024-09-28,4080,357,0,3,368,8,87.5,0,0.735294117647059,90.1960784313725,360,0.0882352941176471,25.2,4.37,6.39,34.3,6,24.2,7.95,2.07317192866624,18.1353767560664,0,0,79
"896",2350,"12_B",12,"B",2,5,7,0,"Live",2024-10-15,"5",34,2024-10-13,"0",1.17,0.157003748809665,2024-10-12,3855,192,0,12,207,3,49.8054474708171,0,3.11284046692607,53.6964980544747,204,0.0529182879377432,17.4,5.18,6.5,46.2,6,25.2,3.89,1.35840915763035,87.5,0,0.735294117647059,368
"897",2350,"12_B",12,"B",2,5,8,0,"Live",2024-10-29,"5",30,2024-10-27,"0",0.58,-0.544727175441672,2024-10-26,3860,169,0,31,202,2,43.7823834196891,0,8.03108808290155,52.3316062176166,200,0.0518134715025907,20.2,5,6.6,51,6,17.4,1.17,0.157003748809665,49.8054474708171,0,3.11284046692607,207
"898",2350,"12_B",12,"B",2,5,9,2,"Death",2024-11-12,"5",30,2024-11-17,"0",0.78,-0.2484613592985,2024-11-16,4105,68,0,74,144,2,16.5651644336175,0,18.026796589525,35.0791717417783,142,0.0345919610231425,15.3,5.04,6.73,56.4,6,20.2,0.58,-0.544727175441672,43.7823834196891,0,8.03108808290155,202
"899",1,"12_C",12,"C",2,5,1,0,"Live",2024-07-23,"5",185,2024-07-21,"0",4.21248,1.43805154789273,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,7,NA,NA,NA,NA,NA,NA,NA
"900",1,"12_C",12,"C",2,5,2,1,"Metamorph",2024-08-06,"5",115,2024-08-04,"0",1.82,0.598836501088704,2024-08-03,3915,308,2,0,314,4,78.6717752234994,0.510855683269476,0,80.2043422733078,310,0.0791826309067688,28.5,5.12,4.67,23.8,7,28.05,4.21248,1.43805154789273,179.426644182125,0,0,532
"901",3,"12_C",12,"C",2,5,1,0,"Live",2024-07-23,"5",185,2024-07-21,"0",4.21248,1.43805154789273,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,7,NA,NA,NA,NA,NA,NA,NA
"902",3,"12_C",12,"C",2,5,2,1,"Metamorph",2024-08-06,"5",115,2024-08-04,"0",1.82,0.598836501088704,2024-08-03,3915,308,2,0,314,4,78.6717752234994,0.510855683269476,0,80.2043422733078,310,0.0791826309067688,28.5,5.12,4.67,23.8,7,28.05,4.21248,1.43805154789273,179.426644182125,0,0,532
"903",4,"12_C",12,"C",2,5,1,0,"Live",2024-07-23,"5",185,2024-07-21,"0",4.21248,1.43805154789273,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,7,NA,NA,NA,NA,NA,NA,NA
"904",4,"12_C",12,"C",2,5,2,1,"Metamorph",2024-08-06,"5",115,2024-08-04,"0",1.82,0.598836501088704,2024-08-03,3915,308,2,0,314,4,78.6717752234994,0.510855683269476,0,80.2043422733078,310,0.0791826309067688,28.5,5.12,4.67,23.8,7,28.05,4.21248,1.43805154789273,179.426644182125,0,0,532
"905",5,"12_C",12,"C",2,5,1,0,"Live",2024-07-23,"5",185,2024-07-21,"0",4.21248,1.43805154789273,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,7,NA,NA,NA,NA,NA,NA,NA
"906",5,"12_C",12,"C",2,5,2,1,"Metamorph",2024-08-06,"5",115,2024-08-04,"0",1.82,0.598836501088704,2024-08-03,3915,308,2,0,314,4,78.6717752234994,0.510855683269476,0,80.2043422733078,310,0.0791826309067688,28.5,5.12,4.67,23.8,7,28.05,4.21248,1.43805154789273,179.426644182125,0,0,532
"907",36,"12_C",12,"C",2,5,1,0,"Live",2024-07-23,"5",185,2024-07-21,"0",4.21248,1.43805154789273,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,7,NA,NA,NA,NA,NA,NA,NA
"908",36,"12_C",12,"C",2,5,2,0,"Live",2024-08-06,"5",115,2024-08-04,"0",1.82,0.598836501088704,2024-08-03,3915,308,2,0,314,4,78.6717752234994,0.510855683269476,0,80.2043422733078,310,0.0791826309067688,28.5,5.12,4.67,23.8,7,28.05,4.21248,1.43805154789273,179.426644182125,0,0,532
"909",36,"12_C",12,"C",2,5,3,0,"Live",2024-08-20,"5",100,2024-08-18,"0",3.64,1.29198368164865,2024-08-17,3890,180,1,0,191,10,46.2724935732648,0.25706940874036,0,49.1002570694087,181,0.0465295629820051,26.2,5.05,6.28,49.1,7,28.5,1.82,0.598836501088704,78.6717752234994,0.510855683269476,0,314
"910",36,"12_C",12,"C",2,5,4,1,"Metamorph",2024-09-03,"5",74,2024-09-01,"0",2.96,1.08518926833597,2024-08-31,3830,86,0,0,93,7,22.4543080939948,0,0,24.2819843342037,86,0.0224543080939948,28,5.11,6.48,55.9,7,26.2,3.64,1.29198368164865,46.2724935732648,0.25706940874036,0,191
"911",1722,"12_C",12,"C",2,5,1,0,"Live",2024-07-23,"5",185,2024-07-21,"0",4.21248,1.43805154789273,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,7,NA,NA,NA,NA,NA,NA,NA
"912",1722,"12_C",12,"C",2,5,2,2,"Death",2024-08-06,"5",115,2024-08-04,"0",1.82,0.598836501088704,2024-08-03,3915,308,2,0,314,4,78.6717752234994,0.510855683269476,0,80.2043422733078,310,0.0791826309067688,28.5,5.12,4.67,23.8,7,28.05,4.21248,1.43805154789273,179.426644182125,0,0,532
"913",1723,"12_C",12,"C",2,5,1,0,"Live",2024-07-23,"5",185,2024-07-21,"0",4.21248,1.43805154789273,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,7,NA,NA,NA,NA,NA,NA,NA
"914",1723,"12_C",12,"C",2,5,2,2,"Death",2024-08-06,"5",115,2024-08-04,"0",1.82,0.598836501088704,2024-08-03,3915,308,2,0,314,4,78.6717752234994,0.510855683269476,0,80.2043422733078,310,0.0791826309067688,28.5,5.12,4.67,23.8,7,28.05,4.21248,1.43805154789273,179.426644182125,0,0,532
"915",50,"12_D",12,"D",2,5,1,0,"Live",2024-07-23,"5",185,2024-07-21,"0",0.56688,-0.567607637864975,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,8,NA,NA,NA,NA,NA,NA,NA
"916",50,"12_D",12,"D",2,5,2,0,"Live",2024-08-06,"5",115,2024-08-04,"0",5.07,1.62334081760309,2024-08-03,3915,308,2,0,314,4,78.6717752234994,0.510855683269476,0,80.2043422733078,310,0.0791826309067688,28.5,5.12,4.67,23.8,8,28.05,0.56688,-0.567607637864975,179.426644182125,0,0,532
"917",50,"12_D",12,"D",2,5,3,0,"Live",2024-08-20,"5",100,2024-08-18,"0",3.33,1.20297230399235,2024-08-17,3890,180,1,0,191,10,46.2724935732648,0.25706940874036,0,49.1002570694087,181,0.0465295629820051,26.2,5.05,6.28,49.1,8,28.5,5.07,1.62334081760309,78.6717752234994,0.510855683269476,0,314
"918",50,"12_D",12,"D",2,5,4,0,"Live",2024-09-03,"5",74,2024-09-01,"0",2.72,1.00063188030791,2024-08-31,3830,86,0,0,93,7,22.4543080939948,0,0,24.2819843342037,86,0.0224543080939948,28,5.11,6.48,55.9,8,26.2,3.33,1.20297230399235,46.2724935732648,0.25706940874036,0,191
"919",50,"12_D",12,"D",2,5,5,1,"Metamorph",2024-09-17,"5",69,2024-09-15,"0",6.77,1.91250108692418,2024-09-14,3915,71,0,0,79,8,18.1353767560664,0,0,20.1787994891443,71,0.0181353767560664,24.2,5.11,6.61,57.2,8,28,2.72,1.00063188030791,22.4543080939948,0,0,93
"920",51,"12_D",12,"D",2,5,1,0,"Live",2024-07-23,"5",185,2024-07-21,"0",0.56688,-0.567607637864975,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,8,NA,NA,NA,NA,NA,NA,NA
"921",51,"12_D",12,"D",2,5,2,0,"Live",2024-08-06,"5",115,2024-08-04,"0",5.07,1.62334081760309,2024-08-03,3915,308,2,0,314,4,78.6717752234994,0.510855683269476,0,80.2043422733078,310,0.0791826309067688,28.5,5.12,4.67,23.8,8,28.05,0.56688,-0.567607637864975,179.426644182125,0,0,532
"922",51,"12_D",12,"D",2,5,3,0,"Live",2024-08-20,"5",100,2024-08-18,"1",3.33,1.20297230399235,2024-08-17,3890,180,1,0,191,10,46.2724935732648,0.25706940874036,0,49.1002570694087,181,0.0465295629820051,26.2,5.05,6.28,49.1,8,28.5,5.07,1.62334081760309,78.6717752234994,0.510855683269476,0,314
"923",51,"12_D",12,"D",2,5,4,0,"Live",2024-09-03,"5",74,2024-09-01,"0",2.72,1.00063188030791,2024-08-31,3830,86,0,0,93,7,22.4543080939948,0,0,24.2819843342037,86,0.0224543080939948,28,5.11,6.48,55.9,8,26.2,3.33,1.20297230399235,46.2724935732648,0.25706940874036,0,191
"924",51,"12_D",12,"D",2,5,5,1,"Metamorph",2024-09-17,"5",69,2024-09-15,"0",6.77,1.91250108692418,2024-09-14,3915,71,0,0,79,8,18.1353767560664,0,0,20.1787994891443,71,0.0181353767560664,24.2,5.11,6.61,57.2,8,28,2.72,1.00063188030791,22.4543080939948,0,0,93
"925",66,"12_D",12,"D",2,5,1,0,"Live",2024-07-23,"5",185,2024-07-21,"0",0.56688,-0.567607637864975,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,8,NA,NA,NA,NA,NA,NA,NA
"926",66,"12_D",12,"D",2,5,2,0,"Live",2024-08-06,"5",115,2024-08-04,"0",5.07,1.62334081760309,2024-08-03,3915,308,2,0,314,4,78.6717752234994,0.510855683269476,0,80.2043422733078,310,0.0791826309067688,28.5,5.12,4.67,23.8,8,28.05,0.56688,-0.567607637864975,179.426644182125,0,0,532
"927",66,"12_D",12,"D",2,5,3,0,"Live",2024-08-20,"5",100,2024-08-18,"0",3.33,1.20297230399235,2024-08-17,3890,180,1,0,191,10,46.2724935732648,0.25706940874036,0,49.1002570694087,181,0.0465295629820051,26.2,5.05,6.28,49.1,8,28.5,5.07,1.62334081760309,78.6717752234994,0.510855683269476,0,314
"928",66,"12_D",12,"D",2,5,4,0,"Live",2024-09-03,"5",74,2024-09-01,"0",2.72,1.00063188030791,2024-08-31,3830,86,0,0,93,7,22.4543080939948,0,0,24.2819843342037,86,0.0224543080939948,28,5.11,6.48,55.9,8,26.2,3.33,1.20297230399235,46.2724935732648,0.25706940874036,0,191
"929",66,"12_D",12,"D",2,5,5,0,"Live",2024-09-17,"5",69,2024-09-15,"0",6.77,1.91250108692418,2024-09-14,3915,71,0,0,79,8,18.1353767560664,0,0,20.1787994891443,71,0.0181353767560664,24.2,5.11,6.61,57.2,8,28,2.72,1.00063188030791,22.4543080939948,0,0,93
"930",66,"12_D",12,"D",2,5,6,1,"Metamorph",2024-10-01,"5",39,2024-09-29,"0",5.05,1.61938824328727,2024-09-28,4080,357,0,3,368,8,87.5,0,0.735294117647059,90.1960784313725,360,0.0882352941176471,25.2,4.37,6.39,34.3,8,24.2,6.77,1.91250108692418,18.1353767560664,0,0,79
"931",184,"12_D",12,"D",2,5,1,0,"Live",2024-07-23,"5",185,2024-07-21,"0",0.56688,-0.567607637864975,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,8,NA,NA,NA,NA,NA,NA,NA
"932",184,"12_D",12,"D",2,5,2,0,"Live",2024-08-06,"5",115,2024-08-04,"0",5.07,1.62334081760309,2024-08-03,3915,308,2,0,314,4,78.6717752234994,0.510855683269476,0,80.2043422733078,310,0.0791826309067688,28.5,5.12,4.67,23.8,8,28.05,0.56688,-0.567607637864975,179.426644182125,0,0,532
"933",184,"12_D",12,"D",2,5,3,0,"Live",2024-08-20,"5",100,2024-08-18,"0",3.33,1.20297230399235,2024-08-17,3890,180,1,0,191,10,46.2724935732648,0.25706940874036,0,49.1002570694087,181,0.0465295629820051,26.2,5.05,6.28,49.1,8,28.5,5.07,1.62334081760309,78.6717752234994,0.510855683269476,0,314
"934",184,"12_D",12,"D",2,5,4,0,"Live",2024-09-03,"5",74,2024-09-01,"0",2.72,1.00063188030791,2024-08-31,3830,86,0,0,93,7,22.4543080939948,0,0,24.2819843342037,86,0.0224543080939948,28,5.11,6.48,55.9,8,26.2,3.33,1.20297230399235,46.2724935732648,0.25706940874036,0,191
"935",184,"12_D",12,"D",2,5,5,0,"Live",2024-09-17,"5",69,2024-09-15,"0",6.77,1.91250108692418,2024-09-14,3915,71,0,0,79,8,18.1353767560664,0,0,20.1787994891443,71,0.0181353767560664,24.2,5.11,6.61,57.2,8,28,2.72,1.00063188030791,22.4543080939948,0,0,93
"936",184,"12_D",12,"D",2,5,6,0,"Live",2024-10-01,"5",39,2024-09-29,"0",5.05,1.61938824328727,2024-09-28,4080,357,0,3,368,8,87.5,0,0.735294117647059,90.1960784313725,360,0.0882352941176471,25.2,4.37,6.39,34.3,8,24.2,6.77,1.91250108692418,18.1353767560664,0,0,79
"937",184,"12_D",12,"D",2,5,7,0,"Live",2024-10-15,"5",34,2024-10-13,"0",0.81,-0.210721031315653,2024-10-12,3855,192,0,12,207,3,49.8054474708171,0,3.11284046692607,53.6964980544747,204,0.0529182879377432,17.4,5.18,6.5,46.2,8,25.2,5.05,1.61938824328727,87.5,0,0.735294117647059,368
"938",184,"12_D",12,"D",2,5,8,0,"Live",2024-10-29,"5",30,2024-10-27,"0",0.63,-0.462035459596559,2024-10-26,3860,169,0,31,202,2,43.7823834196891,0,8.03108808290155,52.3316062176166,200,0.0518134715025907,20.2,5,6.6,51,8,17.4,0.81,-0.210721031315653,49.8054474708171,0,3.11284046692607,207
"939",184,"12_D",12,"D",2,5,9,0,"Live",2024-11-12,"5",30,2024-11-17,"0",0.44,-0.82098055206983,2024-11-16,4105,68,0,74,144,2,16.5651644336175,0,18.026796589525,35.0791717417783,142,0.0345919610231425,15.3,5.04,6.73,56.4,8,20.2,0.63,-0.462035459596559,43.7823834196891,0,8.03108808290155,202
"940",185,"12_D",12,"D",2,5,1,0,"Live",2024-07-23,"5",185,2024-07-21,"0",0.56688,-0.567607637864975,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,8,NA,NA,NA,NA,NA,NA,NA
"941",185,"12_D",12,"D",2,5,2,0,"Live",2024-08-06,"5",115,2024-08-04,"0",5.07,1.62334081760309,2024-08-03,3915,308,2,0,314,4,78.6717752234994,0.510855683269476,0,80.2043422733078,310,0.0791826309067688,28.5,5.12,4.67,23.8,8,28.05,0.56688,-0.567607637864975,179.426644182125,0,0,532
"942",185,"12_D",12,"D",2,5,3,0,"Live",2024-08-20,"5",100,2024-08-18,"0",3.33,1.20297230399235,2024-08-17,3890,180,1,0,191,10,46.2724935732648,0.25706940874036,0,49.1002570694087,181,0.0465295629820051,26.2,5.05,6.28,49.1,8,28.5,5.07,1.62334081760309,78.6717752234994,0.510855683269476,0,314
"943",185,"12_D",12,"D",2,5,4,0,"Live",2024-09-03,"5",74,2024-09-01,"0",2.72,1.00063188030791,2024-08-31,3830,86,0,0,93,7,22.4543080939948,0,0,24.2819843342037,86,0.0224543080939948,28,5.11,6.48,55.9,8,26.2,3.33,1.20297230399235,46.2724935732648,0.25706940874036,0,191
"944",185,"12_D",12,"D",2,5,5,0,"Live",2024-09-17,"5",69,2024-09-15,"0",6.77,1.91250108692418,2024-09-14,3915,71,0,0,79,8,18.1353767560664,0,0,20.1787994891443,71,0.0181353767560664,24.2,5.11,6.61,57.2,8,28,2.72,1.00063188030791,22.4543080939948,0,0,93
"945",185,"12_D",12,"D",2,5,6,0,"Live",2024-10-01,"5",39,2024-09-29,"0",5.05,1.61938824328727,2024-09-28,4080,357,0,3,368,8,87.5,0,0.735294117647059,90.1960784313725,360,0.0882352941176471,25.2,4.37,6.39,34.3,8,24.2,6.77,1.91250108692418,18.1353767560664,0,0,79
"946",185,"12_D",12,"D",2,5,7,0,"Live",2024-10-15,"5",34,2024-10-13,"0",0.81,-0.210721031315653,2024-10-12,3855,192,0,12,207,3,49.8054474708171,0,3.11284046692607,53.6964980544747,204,0.0529182879377432,17.4,5.18,6.5,46.2,8,25.2,5.05,1.61938824328727,87.5,0,0.735294117647059,368
"947",185,"12_D",12,"D",2,5,8,0,"Live",2024-10-29,"5",30,2024-10-27,"0",0.63,-0.462035459596559,2024-10-26,3860,169,0,31,202,2,43.7823834196891,0,8.03108808290155,52.3316062176166,200,0.0518134715025907,20.2,5,6.6,51,8,17.4,0.81,-0.210721031315653,49.8054474708171,0,3.11284046692607,207
"948",185,"12_D",12,"D",2,5,9,0,"Live",2024-11-12,"5",30,2024-11-17,"0",0.44,-0.82098055206983,2024-11-16,4105,68,0,74,144,2,16.5651644336175,0,18.026796589525,35.0791717417783,142,0.0345919610231425,15.3,5.04,6.73,56.4,8,20.2,0.63,-0.462035459596559,43.7823834196891,0,8.03108808290155,202
"949",186,"12_D",12,"D",2,5,1,0,"Live",2024-07-23,"5",185,2024-07-21,"0",0.56688,-0.567607637864975,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,8,NA,NA,NA,NA,NA,NA,NA
"950",186,"12_D",12,"D",2,5,2,0,"Live",2024-08-06,"5",115,2024-08-04,"0",5.07,1.62334081760309,2024-08-03,3915,308,2,0,314,4,78.6717752234994,0.510855683269476,0,80.2043422733078,310,0.0791826309067688,28.5,5.12,4.67,23.8,8,28.05,0.56688,-0.567607637864975,179.426644182125,0,0,532
"951",186,"12_D",12,"D",2,5,3,0,"Live",2024-08-20,"5",100,2024-08-18,"0",3.33,1.20297230399235,2024-08-17,3890,180,1,0,191,10,46.2724935732648,0.25706940874036,0,49.1002570694087,181,0.0465295629820051,26.2,5.05,6.28,49.1,8,28.5,5.07,1.62334081760309,78.6717752234994,0.510855683269476,0,314
"952",186,"12_D",12,"D",2,5,4,0,"Live",2024-09-03,"5",74,2024-09-01,"1",2.72,1.00063188030791,2024-08-31,3830,86,0,0,93,7,22.4543080939948,0,0,24.2819843342037,86,0.0224543080939948,28,5.11,6.48,55.9,8,26.2,3.33,1.20297230399235,46.2724935732648,0.25706940874036,0,191
"953",186,"12_D",12,"D",2,5,5,0,"Live",2024-09-17,"5",69,2024-09-15,"0",6.77,1.91250108692418,2024-09-14,3915,71,0,0,79,8,18.1353767560664,0,0,20.1787994891443,71,0.0181353767560664,24.2,5.11,6.61,57.2,8,28,2.72,1.00063188030791,22.4543080939948,0,0,93
"954",186,"12_D",12,"D",2,5,6,0,"Live",2024-10-01,"5",39,2024-09-29,"0",5.05,1.61938824328727,2024-09-28,4080,357,0,3,368,8,87.5,0,0.735294117647059,90.1960784313725,360,0.0882352941176471,25.2,4.37,6.39,34.3,8,24.2,6.77,1.91250108692418,18.1353767560664,0,0,79
"955",186,"12_D",12,"D",2,5,7,0,"Live",2024-10-15,"5",34,2024-10-13,"0",0.81,-0.210721031315653,2024-10-12,3855,192,0,12,207,3,49.8054474708171,0,3.11284046692607,53.6964980544747,204,0.0529182879377432,17.4,5.18,6.5,46.2,8,25.2,5.05,1.61938824328727,87.5,0,0.735294117647059,368
"956",186,"12_D",12,"D",2,5,8,0,"Live",2024-10-29,"5",30,2024-10-27,"0",0.63,-0.462035459596559,2024-10-26,3860,169,0,31,202,2,43.7823834196891,0,8.03108808290155,52.3316062176166,200,0.0518134715025907,20.2,5,6.6,51,8,17.4,0.81,-0.210721031315653,49.8054474708171,0,3.11284046692607,207
"957",186,"12_D",12,"D",2,5,9,0,"Live",2024-11-12,"5",30,2024-11-17,"0",0.44,-0.82098055206983,2024-11-16,4105,68,0,74,144,2,16.5651644336175,0,18.026796589525,35.0791717417783,142,0.0345919610231425,15.3,5.04,6.73,56.4,8,20.2,0.63,-0.462035459596559,43.7823834196891,0,8.03108808290155,202
"958",562,"12_D",12,"D",2,5,1,2,"Death",2024-07-23,"5",185,2024-07-21,"0",0.56688,-0.567607637864975,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,8,NA,NA,NA,NA,NA,NA,NA
"959",563,"12_D",12,"D",2,5,1,2,"Death",2024-07-23,"5",185,2024-07-21,"0",0.56688,-0.567607637864975,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,8,NA,NA,NA,NA,NA,NA,NA
"960",564,"12_D",12,"D",2,5,1,2,"Death",2024-07-23,"5",185,2024-07-21,"0",0.56688,-0.567607637864975,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,8,NA,NA,NA,NA,NA,NA,NA
"961",565,"12_D",12,"D",2,5,1,2,"Death",2024-07-23,"5",185,2024-07-21,"0",0.56688,-0.567607637864975,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,8,NA,NA,NA,NA,NA,NA,NA
"962",566,"12_D",12,"D",2,5,1,2,"Death",2024-07-23,"5",185,2024-07-21,"0",0.56688,-0.567607637864975,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,8,NA,NA,NA,NA,NA,NA,NA
"963",567,"12_D",12,"D",2,5,1,2,"Death",2024-07-23,"5",185,2024-07-21,"0",0.56688,-0.567607637864975,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,8,NA,NA,NA,NA,NA,NA,NA
"964",568,"12_D",12,"D",2,5,1,2,"Death",2024-07-23,"5",185,2024-07-21,"0",0.56688,-0.567607637864975,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,8,NA,NA,NA,NA,NA,NA,NA
"965",569,"12_D",12,"D",2,5,1,2,"Death",2024-07-23,"5",185,2024-07-21,"0",0.56688,-0.567607637864975,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,8,NA,NA,NA,NA,NA,NA,NA
"966",570,"12_D",12,"D",2,5,1,2,"Death",2024-07-23,"5",185,2024-07-21,"0",0.56688,-0.567607637864975,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,8,NA,NA,NA,NA,NA,NA,NA
"967",571,"12_D",12,"D",2,5,1,2,"Death",2024-07-23,"5",185,2024-07-21,"0",0.56688,-0.567607637864975,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,8,NA,NA,NA,NA,NA,NA,NA
"968",572,"12_D",12,"D",2,5,1,2,"Death",2024-07-23,"5",185,2024-07-21,"0",0.56688,-0.567607637864975,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,8,NA,NA,NA,NA,NA,NA,NA
"969",573,"12_D",12,"D",2,5,1,2,"Death",2024-07-23,"5",185,2024-07-21,"0",0.56688,-0.567607637864975,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,8,NA,NA,NA,NA,NA,NA,NA
"970",574,"12_D",12,"D",2,5,1,2,"Death",2024-07-23,"5",185,2024-07-21,"0",0.56688,-0.567607637864975,2024-07-23,2965,532,0,0,532,12,179.426644182125,0,0,179.426644182125,532,0.179426644182125,28.05,4.99,5.53490740663292,31.2,8,NA,NA,NA,NA,NA,NA,NA
