"","Date","DateCor","Position","Tank","Enclosure","Treatment","PredT","Density","Density.at.t.1","TotalTadMass","AvgTadMass","ChlAConcentration","TankChl","Salinity","Temp","pH","DO.","Collected.Volume..mL.","Copepoda","Diplostraca","Ostracoda","TotalZoop","Other","Detritious.Load","Leaf.Conent","CopepodPerLiter","DiploPerLiter","OstracodPerLiter","ZoopPerLiter","TotalCrust","Mass","FrogDensity","CumFrogMass","CumFrogDen","TotalAnuranMass","AvgAnuranMass","time"
"96",2024-09-28,2024-09-28,"3_C","3","C","3","0",0,NA,0,0,2.79,2.99,2.76,24.7,5.99,27.4,4100,162,1,0,189,26,"Med","Med",39.5121951219512,0.24390243902439,0,46.0975609756098,39.7560975609756,0,0,0,0,0,0,6
"97",2024-10-12,2024-10-12,"3_C","3","C","3","0",0,NA,0,0,0.53,0.62,3.15,17.2,6.45,63.3,3780,266,1,10,278,1,"Low","Low",70.3703703703704,0.264550264550265,2.64550264550265,73.5449735449735,73.2804232804233,0,0,0,0,0,0,7
"98",2024-10-26,2024-10-26,"3_C","3","C","3","0",0,NA,0,0,0.86,2.01,3.02,20.5,6.34,58.8,3930,276,5,39,323,3,"Med","Med",70.2290076335878,1.27226463104326,9.9236641221374,82.1882951653944,81.4249363867685,0,0,0,0,0,0,8
"99",2024-11-16,2024-11-16,"3_C","3","C","3","0",0,NA,0,0,0.43,0.66,3.01,14.8,6.65,64.7,4080,92,44,226,374,12,"Low","Low",22.5490196078431,10.7843137254902,55.3921568627451,91.6666666666667,88.7254901960784,0,0,0,0,0,0,9
"100",2024-07-23,2024-07-23,"3_D","3","D","3","0",25,29,2.4055,0.09622,0.83136,NA,2.93,28.2,6.24,16.8,3800,130,157,0,288,12,"Null","Null",34.2105263157895,41.3157894736842,0,75.7894736842105,75.5263157894737,0,0,0,0,2.4055,0.09622,1
"101",2024-08-03,2024-08-03,"3_D","3","D","3","0",22,25,4.8181,0.219004545454545,1.03,1.02,3.12,28,4.44,31.1,3930,136,13,0,152,3,"Med","None",34.6055979643766,3.30788804071247,0,38.676844783715,37.9134860050891,0,0,0,0,4.8181,0.219004545454545,2
"102",2024-08-17,2024-08-17,"3_D","3","D","3","0",22,22,6.9786,0.317209090909091,1.64,1.93,3.05,25.7,5.79,45.2,3970,122,0,0,140,18,"Med","Low",30.7304785894207,0,0,35.264483627204,30.7304785894207,0,0,0,0,6.9786,0.317209090909091,3
"103",2024-08-31,2024-08-31,"3_D","3","D","3","0",22,22,6.1235,0.278340909090909,1.73,1.23,3.06,28,5.95,48.2,3930,27,0,0,28,1,"Med","Low",6.87022900763359,0,0,7.12468193384224,6.87022900763359,0,0,0,0,6.1235,0.278340909090909,4
"104",2024-09-14,2024-09-14,"3_D","3","D","3","0",21,22,6.3936,0.304457142857143,7.21,7.4,3.1,23.7,6.13,56,3820,30,0,0,36,6,"Med","None",7.85340314136126,0,0,9.42408376963351,7.85340314136126,0,0,0,0,6.3936,0.304457142857143,5
"105",2024-09-28,2024-09-28,"3_D","3","D","3","0",21,NA,6.3579,0.302757142857143,2.52,2.99,2.76,24.7,5.99,27.4,4100,162,1,0,189,26,"Med","Med",39.5121951219512,0.24390243902439,0,46.0975609756098,39.7560975609756,0,0,0,0,6.3579,0.302757142857143,6
"106",2024-10-12,2024-10-12,"3_D","3","D","3","0",18,NA,5.5957,0.310872222222222,0.56,0.62,3.15,17.2,6.45,63.3,3780,266,1,10,278,1,"Low","Low",70.3703703703704,0.264550264550265,2.64550264550265,73.5449735449735,73.2804232804233,0,0,0,0,5.5957,0.310872222222222,7
"107",2024-10-26,2024-10-26,"3_D","3","D","3","0",12,NA,3.6224,0.301866666666667,0.84,2.01,3.02,20.5,6.34,58.8,3930,276,5,39,323,3,"Med","Med",70.2290076335878,1.27226463104326,9.9236641221374,82.1882951653944,81.4249363867685,0,0,0,0,3.6224,0.301866666666667,8
"108",2024-11-16,2024-11-16,"3_D","3","D","3","0",8,NA,2.0468,0.25585,0.52,0.66,3.01,14.8,6.65,64.7,4080,92,44,226,374,12,"Low","Low",22.5490196078431,10.7843137254902,55.3921568627451,91.6666666666667,88.7254901960784,0,0,0,0,2.0468,0.25585,9
"109",2024-07-23,2024-07-23,"4_A","4","A","0.4","0",14,15,1.0815,0.07725,0.04272,NA,0.39,28.1,6.14,21.1,3930,51,58,0,112,12,"Null","Null",12.9770992366412,14.7582697201018,0,28.498727735369,27.735368956743,0,0,0,0,1.0815,0.07725,1
"110",2024-08-03,2024-08-03,"4_A","4","A","0.4","0",10,14,1.229,0.1229,0.08,0.25,0.45,27.9,5.98,37.4,3925,41,12,0,53,0,"Med","Low",10.4458598726115,3.05732484076433,0,13.5031847133758,13.5031847133758,0,0,0,0,1.229,0.1229,2
"111",2024-08-17,2024-08-17,"4_A","4","A","0.4","0",9,10,2.3865,0.265166666666667,0.26,0.09,0.39,25.8,6.19,34.5,3985,2,128,0,132,2,"Low","Low",0.501882057716437,32.1204516938519,0,33.1242158092848,32.6223337515684,0,0,0,0,2.3865,0.265166666666667,3
"112",2024-08-31,2024-08-31,"4_A","4","A","0.4","0",9,9,2.4232,0.269244444444444,0.15,0.08,0.39,27.5,6.49,35.6,3875,8,9,0,23,6,"High","Low",2.06451612903226,2.32258064516129,0,5.93548387096774,4.38709677419355,0,0,0,0,2.4232,0.269244444444444,4
"113",2024-09-14,2024-09-14,"4_A","4","A","0.4","0",9,9,2.539,0.282111111111111,0.16,0.25,0.41,23.8,6.45,35.6,3980,6,71,2,81,2,"High","Low",1.50753768844221,17.8391959798995,0.50251256281407,20.3517587939699,19.8492462311558,0,0,0,0,2.539,0.282111111111111,5
"114",2024-09-28,2024-09-28,"4_A","4","A","0.4","0",8,NA,2.2092,0.27615,0.43,0.63,0.4,24.6,6.7,38.1,4175,6,40,11,61,4,"High","Med",1.43712574850299,9.58083832335329,2.63473053892216,14.6107784431138,13.6526946107784,0,0,0,0,2.2092,0.27615,6
"115",2024-10-12,2024-10-12,"4_A","4","A","0.4","0",8,NA,2.1307,0.2663375,0.28,0.12,0.42,17.5,6.99,49,3945,2,54,11,76,9,"Med","Low",0.506970849176172,13.6882129277567,2.78833967046895,19.2648922686946,16.9835234474018,0,0,0,0,2.1307,0.2663375,7
"116",2024-10-26,2024-10-26,"4_A","4","A","0.4","0",7,NA,1.7145,0.244928571428571,0.35,0.24,0.42,20.1,7.16,49.2,3975,18,149,73,253,13,"Med","Low",4.52830188679245,37.4842767295598,18.3647798742138,63.6477987421384,60.377358490566,0,0,0,0,1.7145,0.244928571428571,8
"117",2024-11-16,2024-11-16,"4_A","4","A","0.4","0",5,NA,1.2633,0.25266,0.7,0.88,0.46,14.9,6.88,44.3,4335,7,54,125,203,17,"Med","Med",1.61476355247982,12.4567474048443,28.8350634371396,46.8281430219146,42.9065743944637,0,0,0,0,1.2633,0.25266,9
"118",2024-07-23,2024-07-23,"4_B","4","B","0.4","1",27,77,1.0562,0.0391185185185185,0.0792,NA,0.39,28.1,6.14,21.1,3930,51,58,0,112,12,"Null","Null",12.9770992366412,14.7582697201018,0,28.498727735369,27.735368956743,0,0,0,0,1.0562,0.0391185185185185,1
"119",2024-08-03,2024-08-03,"4_B","4","B","0.4","1",7,27,0.5161,0.0737285714285714,0.15,0.25,0.45,27.9,5.98,37.4,3925,41,12,0,53,0,"Med","Low",10.4458598726115,3.05732484076433,0,13.5031847133758,13.5031847133758,0,0,0,0,0.5161,0.0737285714285714,2
"120",2024-08-17,2024-08-17,"4_B","4","B","0.4","1",7,7,1.4462,0.2066,0.18,0.09,0.39,25.8,6.19,34.5,3985,2,128,0,132,2,"Low","Low",0.501882057716437,32.1204516938519,0,33.1242158092848,32.6223337515684,0,0,0,0,1.4462,0.2066,3
"121",2024-08-31,2024-08-31,"4_B","4","B","0.4","1",7,7,1.5473,0.221042857142857,0.17,0.08,0.39,27.5,6.49,35.6,3875,8,9,0,23,6,"High","Low",2.06451612903226,2.32258064516129,0,5.93548387096774,4.38709677419355,0,0,0,0,1.5473,0.221042857142857,4
"122",2024-09-14,2024-09-14,"4_B","4","B","0.4","1",5,7,1.2098,0.24196,0.17,0.25,0.41,23.8,6.45,35.6,3980,6,71,2,81,2,"High","Low",1.50753768844221,17.8391959798995,0.50251256281407,20.3517587939699,19.8492462311558,0,0,0,0,1.2098,0.24196,5
"123",2024-09-28,2024-09-28,"4_B","4","B","0.4","1",5,NA,1.2165,0.2433,0.42,0.63,0.4,24.6,6.7,38.1,4175,6,40,11,61,4,"High","Med",1.43712574850299,9.58083832335329,2.63473053892216,14.6107784431138,13.6526946107784,0,0,0,0,1.2165,0.2433,6
"124",2024-10-12,2024-10-12,"4_B","4","B","0.4","1",5,NA,1.1407,0.22814,0.14,0.12,0.42,17.5,6.99,49,3945,2,54,11,76,9,"Med","Low",0.506970849176172,13.6882129277567,2.78833967046895,19.2648922686946,16.9835234474018,0,0,0,0,1.1407,0.22814,7
"125",2024-10-26,2024-10-26,"4_B","4","B","0.4","1",5,NA,1.0558,0.21116,0.27,0.24,0.42,20.1,7.16,49.2,3975,18,149,73,253,13,"Med","Low",4.52830188679245,37.4842767295598,18.3647798742138,63.6477987421384,60.377358490566,0,0,0,0,1.0558,0.21116,8
"126",2024-11-16,2024-11-16,"4_B","4","B","0.4","1",4,NA,0.7242,0.18105,1.65,0.88,0.46,14.9,6.88,44.3,4335,7,54,125,203,17,"Med","Med",1.61476355247982,12.4567474048443,28.8350634371396,46.8281430219146,42.9065743944637,0,0,0,0,0.7242,0.18105,9
"127",2024-07-23,2024-07-23,"4_C","4","C","0.4","1",26,35,1.4894,0.0572846153846154,0.06528,NA,0.39,28.1,6.14,21.1,3930,51,58,0,112,12,"Null","Null",12.9770992366412,14.7582697201018,0,28.498727735369,27.735368956743,0,0,0,0,1.4894,0.0572846153846154,1
"128",2024-08-03,2024-08-03,"4_C","4","C","0.4","1",10,26,0.9333,0.09333,0.15,0.25,0.45,27.9,5.98,37.4,3925,41,12,0,53,0,"Med","Low",10.4458598726115,3.05732484076433,0,13.5031847133758,13.5031847133758,0,0,0,0,0.9333,0.09333,2
"129",2024-08-17,2024-08-17,"4_C","4","C","0.4","1",7,10,1.7358,0.247971428571429,0.16,0.09,0.39,25.8,6.19,34.5,3985,2,128,0,132,2,"Low","Low",0.501882057716437,32.1204516938519,0,33.1242158092848,32.6223337515684,0,0,0,0,1.7358,0.247971428571429,3
"130",2024-08-31,2024-08-31,"4_C","4","C","0.4","1",7,7,1.7042,0.243457142857143,0.39,0.08,0.39,27.5,6.49,35.6,3875,8,9,0,23,6,"High","Low",2.06451612903226,2.32258064516129,0,5.93548387096774,4.38709677419355,0,0,0,0,1.7042,0.243457142857143,4
"131",2024-09-14,2024-09-14,"4_C","4","C","0.4","1",7,7,1.8792,0.268457142857143,0.13,0.25,0.41,23.8,6.45,35.6,3980,6,71,2,81,2,"High","Low",1.50753768844221,17.8391959798995,0.50251256281407,20.3517587939699,19.8492462311558,0,0,0,0,1.8792,0.268457142857143,5
"132",2024-09-28,2024-09-28,"4_C","4","C","0.4","1",7,NA,1.8699,0.267128571428571,0.43,0.63,0.4,24.6,6.7,38.1,4175,6,40,11,61,4,"High","Med",1.43712574850299,9.58083832335329,2.63473053892216,14.6107784431138,13.6526946107784,0,0,0,0,1.8699,0.267128571428571,6
"133",2024-10-12,2024-10-12,"4_C","4","C","0.4","1",7,NA,1.7015,0.243071428571429,0.07,0.12,0.42,17.5,6.99,49,3945,2,54,11,76,9,"Med","Low",0.506970849176172,13.6882129277567,2.78833967046895,19.2648922686946,16.9835234474018,0,0,0,0,1.7015,0.243071428571429,7
"134",2024-10-26,2024-10-26,"4_C","4","C","0.4","1",5,NA,1.1949,0.23898,0.28,0.24,0.42,20.1,7.16,49.2,3975,18,149,73,253,13,"Med","Low",4.52830188679245,37.4842767295598,18.3647798742138,63.6477987421384,60.377358490566,0,0,0,0,1.1949,0.23898,8
"135",2024-11-16,2024-11-16,"4_C","4","C","0.4","1",2,NA,0.6466,0.3233,0.44,0.88,0.46,14.9,6.88,44.3,4335,7,54,125,203,17,"Med","Med",1.61476355247982,12.4567474048443,28.8350634371396,46.8281430219146,42.9065743944637,0,0,0,0,0.6466,0.3233,9
"136",2024-07-23,2024-07-23,"4_D","4","D","0.4","0",6,6,0.7007,0.116783333333333,0.09168,NA,0.39,28.1,6.14,21.1,3930,51,58,0,112,12,"Null","Null",12.9770992366412,14.7582697201018,0,28.498727735369,27.735368956743,0,0,0,0,0.7007,0.116783333333333,1
"137",2024-08-03,2024-08-03,"4_D","4","D","0.4","0",4,6,0.7314,0.18285,0.12,0.25,0.45,27.9,5.98,37.4,3925,41,12,0,53,0,"Med","Low",10.4458598726115,3.05732484076433,0,13.5031847133758,13.5031847133758,0,0,0,0,0.7314,0.18285,2
"138",2024-08-17,2024-08-17,"4_D","4","D","0.4","0",4,4,1.7533,0.438325,0.09,0.09,0.39,25.8,6.19,34.5,3985,2,128,0,132,2,"Low","Low",0.501882057716437,32.1204516938519,0,33.1242158092848,32.6223337515684,0,0,0,0,1.7533,0.438325,3
"139",2024-08-31,2024-08-31,"4_D","4","D","0.4","0",4,4,1.6953,0.423825,0.4,0.08,0.39,27.5,6.49,35.6,3875,8,9,0,23,6,"High","Low",2.06451612903226,2.32258064516129,0,5.93548387096774,4.38709677419355,0,0,0,0,1.6953,0.423825,4
"140",2024-09-14,2024-09-14,"4_D","4","D","0.4","0",4,4,1.7634,0.44085,0.14,0.25,0.41,23.8,6.45,35.6,3980,6,71,2,81,2,"High","Low",1.50753768844221,17.8391959798995,0.50251256281407,20.3517587939699,19.8492462311558,0,0,0,0,1.7634,0.44085,5
"141",2024-09-28,2024-09-28,"4_D","4","D","0.4","0",2,NA,0.7515,0.37575,0.5,0.63,0.4,24.6,6.7,38.1,4175,6,40,11,61,4,"High","Med",1.43712574850299,9.58083832335329,2.63473053892216,14.6107784431138,13.6526946107784,0,0,0,0,0.7515,0.37575,6
"142",2024-10-12,2024-10-12,"4_D","4","D","0.4","0",2,NA,0.7182,0.3591,0.05,0.12,0.42,17.5,6.99,49,3945,2,54,11,76,9,"Med","Low",0.506970849176172,13.6882129277567,2.78833967046895,19.2648922686946,16.9835234474018,0,0,0,0,0.7182,0.3591,7
"143",2024-10-26,2024-10-26,"4_D","4","D","0.4","0",1,NA,0.357,0.357,0.52,0.24,0.42,20.1,7.16,49.2,3975,18,149,73,253,13,"Med","Low",4.52830188679245,37.4842767295598,18.3647798742138,63.6477987421384,60.377358490566,0.2206,1,0.2206,1,0.5776,0.2888,8
"144",2024-11-16,2024-11-16,"4_D","4","D","0.4","0",1,NA,0.1595,0.1595,1.24,0.88,0.46,14.9,6.88,44.3,4335,7,54,125,203,17,"Med","Med",1.61476355247982,12.4567474048443,28.8350634371396,46.8281430219146,42.9065743944637,0.2206,1,0.2206,1,0.3801,0.19005,9
"145",2024-07-23,2024-07-23,"5_A","5","A","3","1",68,80,2.6925,0.0395955882352941,0.14112,NA,2.96,28.2,6.21,1.2,3870,83,197,0,281,12,"Null","Null",21.4470284237726,50.9043927648579,0,72.609819121447,72.3514211886305,0,0,0,0,2.6925,0.0395955882352941,1
"146",2024-08-03,2024-08-03,"5_A","5","A","3","1",0,68,2.2977,0,0.36,0.43,3.12,28.3,5.76,35.5,3775,22,17,0,43,4,"Med","Low",5.82781456953642,4.50331125827815,0,11.3907284768212,10.3311258278146,0,0,0,0,2.2977,0,2
"147",2024-08-17,2024-08-17,"5_A","5","A","3","1",17,NA,2.2935,0.134911764705882,1.19,0.98,2.98,25.8,6.17,40.3,3825,50,15,0,71,6,"Med","Low",13.0718954248366,3.92156862745098,0,18.562091503268,16.9934640522876,0,0,0,0,2.2935,0.134911764705882,3
"148",2024-08-31,2024-08-31,"5_A","5","A","3","1",16,17,2.1982,0.1373875,0.69,1.01,3.08,27.7,6.34,47.6,3765,35,4,0,43,4,"Med","Low",9.29614873837981,1.06241699867198,0,11.4209827357238,10.3585657370518,0,0,0,0,2.1982,0.1373875,4
"149",2024-09-14,2024-09-14,"5_A","5","A","3","1",15,16,2.4168,0.16112,1.18,1.06,3.01,23.9,6.42,43.4,3845,43,40,5,94,6,"Med","Low",11.183355006502,10.4031209362809,1.30039011703511,24.4473342002601,22.8868660598179,0,0,0,0,2.4168,0.16112,5
"150",2024-09-28,2024-09-28,"5_A","5","A","3","1",15,NA,2.5058,0.167053333333333,1.06,0.91,2.58,25,6.27,27,3970,53,17,21,99,8,"Med","Low",13.3501259445844,4.28211586901763,5.2896725440806,24.9370277078086,22.9219143576826,0,0,0,0,2.5058,0.167053333333333,6
"151",2024-10-12,2024-10-12,"5_A","5","A","3","1",15,NA,2.3434,0.156226666666667,0.67,0.75,3,17.6,6.55,47.2,3820,35,53,29,118,1,"High","Low",9.16230366492147,13.8743455497382,7.59162303664921,30.8900523560209,30.6282722513089,0,0,0,0,2.3434,0.156226666666667,7
"152",2024-10-26,2024-10-26,"5_A","5","A","3","1",9,NA,1.515,0.168333333333333,0.88,0.79,3.03,20.3,6.63,50.2,3825,38,82,71,194,3,"Very High","Med",9.93464052287582,21.437908496732,18.562091503268,50.718954248366,49.9346405228758,0,0,0,0,1.515,0.168333333333333,8
"153",2024-11-16,2024-11-16,"5_A","5","A","3","1",5,NA,0.9845,0.1969,0.78,0.97,2.99,15.1,6.37,54.3,4120,68,19,44,136,5,"Med","Low",16.504854368932,4.61165048543689,10.6796116504854,33.0097087378641,31.7961165048544,0,0,0,0,0.9845,0.1969,9
"154",2024-07-23,2024-07-23,"5_B","5","B","3","0",5,7,0.7468,0.14936,0.2952,NA,2.96,28.2,6.21,1.2,3870,83,197,0,281,12,"Null","Null",21.4470284237726,50.9043927648579,0,72.609819121447,72.3514211886305,0,0,0,0,0.7468,0.14936,1
"155",2024-08-03,2024-08-03,"5_B","5","B","3","0",6,5,1.6603,0.276716666666667,0.47,0.43,3.12,28.3,5.76,35.5,3775,22,17,0,43,4,"Med","Low",5.82781456953642,4.50331125827815,0,11.3907284768212,10.3311258278146,0,0,0,0,1.6603,0.276716666666667,2
"156",2024-08-17,2024-08-17,"5_B","5","B","3","0",5,6,2.6847,0.53694,1.23,0.98,2.98,25.8,6.17,40.3,3825,50,15,0,71,6,"Med","Low",13.0718954248366,3.92156862745098,0,18.562091503268,16.9934640522876,0,0,0,0,2.6847,0.53694,3
"157",2024-08-31,2024-08-31,"5_B","5","B","3","0",6,5,2.6882,0.448033333333333,0.71,1.01,3.08,27.7,6.34,47.6,3765,35,4,0,43,4,"Med","Low",9.29614873837981,1.06241699867198,0,11.4209827357238,10.3585657370518,0,0,0,0,2.6882,0.448033333333333,4
"158",2024-09-14,2024-09-14,"5_B","5","B","3","0",5,6,2.497,0.4994,0.89,1.06,3.01,23.9,6.42,43.4,3845,43,40,5,94,6,"Med","Low",11.183355006502,10.4031209362809,1.30039011703511,24.4473342002601,22.8868660598179,0,0,0,0,2.497,0.4994,5
"159",2024-09-28,2024-09-28,"5_B","5","B","3","0",5,NA,2.596,0.5192,0.95,0.91,2.58,25,6.27,27,3970,53,17,21,99,8,"Med","Low",13.3501259445844,4.28211586901763,5.2896725440806,24.9370277078086,22.9219143576826,0,0,0,0,2.596,0.5192,6
"160",2024-10-12,2024-10-12,"5_B","5","B","3","0",4,NA,1.9582,0.48955,0.93,0.75,3,17.6,6.55,47.2,3820,35,53,29,118,1,"High","Low",9.16230366492147,13.8743455497382,7.59162303664921,30.8900523560209,30.6282722513089,0.2317,1,0.2317,1,2.1899,0.43798,7
"161",2024-10-26,2024-10-26,"5_B","5","B","3","0",4,NA,1.7956,0.4489,0.86,0.79,3.03,20.3,6.63,50.2,3825,38,82,71,194,3,"Very High","Med",9.93464052287582,21.437908496732,18.562091503268,50.718954248366,49.9346405228758,0.2317,1,0.2317,1,2.0273,0.40546,8
"162",2024-11-16,2024-11-16,"5_B","5","B","3","0",4,NA,1.6705,0.417625,0.63,0.97,2.99,15.1,6.37,54.3,4120,68,19,44,136,5,"Med","Low",16.504854368932,4.61165048543689,10.6796116504854,33.0097087378641,31.7961165048544,0.2317,1,0.2317,1,1.9022,0.38044,9
"163",2024-07-23,2024-07-23,"5_C","5","C","3","0",14,14,1.6045,0.114607142857143,0.144,NA,2.96,28.2,6.21,1.2,3870,83,197,0,281,12,"Null","Null",21.4470284237726,50.9043927648579,0,72.609819121447,72.3514211886305,0,0,0,0,1.6045,0.114607142857143,1
"164",2024-08-03,2024-08-03,"5_C","5","C","3","0",12,14,1.7797,0.148308333333333,0.33,0.43,3.12,28.3,5.76,35.5,3775,22,17,0,43,4,"Med","Low",5.82781456953642,4.50331125827815,0,11.3907284768212,10.3311258278146,0,0,0,0,1.7797,0.148308333333333,2
"165",2024-08-17,2024-08-17,"5_C","5","C","3","0",12,12,3.2655,0.272125,0.7,0.98,2.98,25.8,6.17,40.3,3825,50,15,0,71,6,"Med","Low",13.0718954248366,3.92156862745098,0,18.562091503268,16.9934640522876,0,0,0,0,3.2655,0.272125,3
"166",2024-08-31,2024-08-31,"5_C","5","C","3","0",12,12,3.213,0.26775,0.75,1.01,3.08,27.7,6.34,47.6,3765,35,4,0,43,4,"Med","Low",9.29614873837981,1.06241699867198,0,11.4209827357238,10.3585657370518,0,0,0,0,3.213,0.26775,4
"167",2024-09-14,2024-09-14,"5_C","5","C","3","0",12,12,3.2751,0.272925,0.9,1.06,3.01,23.9,6.42,43.4,3845,43,40,5,94,6,"Med","Low",11.183355006502,10.4031209362809,1.30039011703511,24.4473342002601,22.8868660598179,0,0,0,0,3.2751,0.272925,5
"168",2024-09-28,2024-09-28,"5_C","5","C","3","0",10,NA,2.7634,0.27634,0.97,0.91,2.58,25,6.27,27,3970,53,17,21,99,8,"Med","Low",13.3501259445844,4.28211586901763,5.2896725440806,24.9370277078086,22.9219143576826,0,0,0,0,2.7634,0.27634,6
"169",2024-10-12,2024-10-12,"5_C","5","C","3","0",10,NA,2.7163,0.27163,0.85,0.75,3,17.6,6.55,47.2,3820,35,53,29,118,1,"High","Low",9.16230366492147,13.8743455497382,7.59162303664921,30.8900523560209,30.6282722513089,0,0,0,0,2.7163,0.27163,7
"170",2024-10-26,2024-10-26,"5_C","5","C","3","0",9,NA,2.3846,0.264955555555556,0.97,0.79,3.03,20.3,6.63,50.2,3825,38,82,71,194,3,"Very High","Med",9.93464052287582,21.437908496732,18.562091503268,50.718954248366,49.9346405228758,0,0,0,0,2.3846,0.264955555555556,8
"171",2024-11-16,2024-11-16,"5_C","5","C","3","0",7,NA,1.5711,0.224442857142857,0.47,0.97,2.99,15.1,6.37,54.3,4120,68,19,44,136,5,"Med","Low",16.504854368932,4.61165048543689,10.6796116504854,33.0097087378641,31.7961165048544,0,0,0,0,1.5711,0.224442857142857,9
"172",2024-07-23,2024-07-23,"5_D","5","D","3","1",25,34,1.5625,0.0625,0.13248,NA,2.96,28.2,6.21,1.2,3870,83,197,0,281,12,"Null","Null",21.4470284237726,50.9043927648579,0,72.609819121447,72.3514211886305,0,0,0,0,1.5625,0.0625,1
"173",2024-08-03,2024-08-03,"5_D","5","D","3","1",14,25,1.4611,0.104364285714286,0.46,0.43,3.12,28.3,5.76,35.5,3775,22,17,0,43,4,"Med","Low",5.82781456953642,4.50331125827815,0,11.3907284768212,10.3311258278146,0,0,0,0,1.4611,0.104364285714286,2
"174",2024-08-17,2024-08-17,"5_D","5","D","3","1",13,14,2.6735,0.205653846153846,1.79,0.98,2.98,25.8,6.17,40.3,3825,50,15,0,71,6,"Med","Low",13.0718954248366,3.92156862745098,0,18.562091503268,16.9934640522876,0,0,0,0,2.6735,0.205653846153846,3
"175",2024-08-31,2024-08-31,"5_D","5","D","3","1",14,13,2.9152,0.208228571428571,1.05,1.01,3.08,27.7,6.34,47.6,3765,35,4,0,43,4,"Med","Low",9.29614873837981,1.06241699867198,0,11.4209827357238,10.3585657370518,0,0,0,0,2.9152,0.208228571428571,4
"176",2024-09-14,2024-09-14,"5_D","5","D","3","1",12,14,2.9041,0.242008333333333,1.04,1.06,3.01,23.9,6.42,43.4,3845,43,40,5,94,6,"Med","Low",11.183355006502,10.4031209362809,1.30039011703511,24.4473342002601,22.8868660598179,0,0,0,0,2.9041,0.242008333333333,5
"177",2024-09-28,2024-09-28,"5_D","5","D","3","1",10,NA,2.3013,0.23013,0.96,0.91,2.58,25,6.27,27,3970,53,17,21,99,8,"Med","Low",13.3501259445844,4.28211586901763,5.2896725440806,24.9370277078086,22.9219143576826,0,0,0,0,2.3013,0.23013,6
"178",2024-10-12,2024-10-12,"5_D","5","D","3","1",11,NA,2.3785,0.216227272727273,0.7,0.75,3,17.6,6.55,47.2,3820,35,53,29,118,1,"High","Low",9.16230366492147,13.8743455497382,7.59162303664921,30.8900523560209,30.6282722513089,0,0,0,0,2.3785,0.216227272727273,7
"179",2024-10-26,2024-10-26,"5_D","5","D","3","1",6,NA,1.3845,0.23075,1.07,0.79,3.03,20.3,6.63,50.2,3825,38,82,71,194,3,"Very High","Med",9.93464052287582,21.437908496732,18.562091503268,50.718954248366,49.9346405228758,0,0,0,0,1.3845,0.23075,8
"180",2024-11-16,2024-11-16,"5_D","5","D","3","1",5,NA,0.9487,0.18974,0.43,0.97,2.99,15.1,6.37,54.3,4120,68,19,44,136,5,"Med","Low",16.504854368932,4.61165048543689,10.6796116504854,33.0097087378641,31.7961165048544,0,0,0,0,0.9487,0.18974,9
"181",2024-07-23,2024-07-23,"6_A","6","A","5","0",17,17,2.6258,0.154458823529412,1.6032,NA,4.93,28.4,6.28,1,2965,532,0,0,532,12,"Null","Null",179.426644182125,0,0,179.426644182125,179.426644182125,0,0,0,0,2.6258,0.154458823529412,1
"182",2024-08-03,2024-08-03,"6_A","6","A","5","0",15,17,3.7413,0.24942,3.95,7.88,5.12,28.5,4.67,23.8,3915,308,2,0,314,4,"Low","Low",78.6717752234994,0.510855683269476,0,80.2043422733078,79.1826309067688,0,0,0,0,3.7413,0.24942,2
"183",2024-08-17,2024-08-17,"6_A","6","A","5","0",12,15,4.571,0.380916666666667,2.83,3.55,5.05,26.2,6.28,49.1,3890,180,1,0,191,10,"Med","Low",46.2724935732648,0.25706940874036,0,49.1002570694087,46.5295629820051,0,0,0,0,4.571,0.380916666666667,3
"184",2024-08-31,2024-08-31,"6_A","6","A","5","0",13,12,4.556,0.350461538461538,2.53,3.7,5.11,28,6.48,55.9,3830,86,0,0,93,7,"Low","High",22.4543080939948,0,0,24.2819843342037,22.4543080939948,0,0,0,0,4.556,0.350461538461538,4
"185",2024-09-14,2024-09-14,"6_A","6","A","5","0",10,13,6.5437,0.65437,7.59,8.05,5.11,24.2,6.61,57.2,3915,71,0,0,79,8,"Med","Low",18.1353767560664,0,0,20.1787994891443,18.1353767560664,0,0,0,0,6.5437,0.65437,5
"186",2024-09-28,2024-09-28,"6_A","6","A","5","0",11,NA,5.3159,0.483263636363636,3.1,4.77,4.37,25.2,6.39,34.3,4080,357,0,3,368,8,"Low","Low",87.5,0,0.735294117647059,90.1960784313725,88.2352941176471,0,0,0,0,5.3159,0.483263636363636,6
"187",2024-10-12,2024-10-12,"6_A","6","A","5","0",9,NA,4.3151,0.479455555555556,0.89,0.73,5.18,17.4,6.5,46.2,3855,192,0,12,207,3,"Med","Low",49.8054474708171,0,3.11284046692607,53.6964980544747,52.9182879377432,0,0,0,0,4.3151,0.479455555555556,7
"188",2024-10-26,2024-10-26,"6_A","6","A","5","0",9,NA,5.988,0.665333333333333,0.33,0.56,5,20.2,6.6,51,3860,169,0,31,202,2,"High","Med",43.7823834196891,0,8.03108808290155,52.3316062176166,51.8134715025907,0,0,0,0,5.988,0.665333333333333,8
